title,location,summary_review,review_score,movie_score,genre
Justin Bieber: Never Say Never,United Kingdom,never watch ever ,1,1.6,Documentary
Justin Bieber: Never Say Never,"Harare, Zimbabwe",i waste my money ... i could have buy food ... ,1,1.6,Documentary
Justin Bieber: Never Say Never,Canada,why do i waste my life ,1,1.6,Documentary
Justin Bieber: Never Say Never,"London, England",do not watch..it not worth it ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,repeat the same mold ,1,1.6,Documentary
Justin Bieber: Never Say Never,Canada,movie - wise it ' garbage but a decent moral ,2,1.6,Documentary
Justin Bieber: Never Say Never,Bangladesh,what be happen to this world ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,brainwash ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,Serbia,i just do not understand how can someone love this .. ,1,1.6,Documentary
Justin Bieber: Never Say Never,"Rochester, NY",i hate the person who actually spend money to make this abomination ,1,1.6,Documentary
Justin Bieber: Never Say Never,Afghanistan,stir not shake as order ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,bore ,1,1.6,Documentary
Justin Bieber: Never Say Never,Singapore,the word never be repeat twice ,1,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,please do not ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,worst film ever ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,nothing special ,2,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,hater gonna hate ,3,1.6,Documentary
Justin Bieber: Never Say Never,Sweden,only for the fan ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,M H M,no ,1,1.6,Documentary
Justin Bieber: Never Say Never,Puerto Rico,why be this make ,3,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,no just ... no ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,total as .... ,1,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,its not bad ... ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,United States,pure garbage ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,where be lee harvey oswald when you need him ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,review to ensure i will never be on ellen ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,"be it a "" so bad it ' good "" kind of movie ",1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,never see this film ... never ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,a movie about a kid who love his hair ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,uh you do not to see it to know its bad ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,best preview of all time ,1,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,if you be not a fan you will hate it fan will enjoy it ,4,1.6,Documentary
Justin Bieber: Never Say Never,my home,worst movie ever ,1,1.6,Documentary
Justin Bieber: Never Say Never,truth,sad but true ,1,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,borderline criminal act ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,dreadful ,2,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,terrible film waste of money/time ,1,1.6,Documentary
Justin Bieber: Never Say Never,Finland,pointless film with an even more pointless tagline ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,the bieber screamathon ,2,1.6,Documentary
Justin Bieber: Never Say Never,Philippines,a movie for bielibers and non - bielibers ,2,1.6,Documentary
Justin Bieber: Never Say Never,Hong Kong,whatever ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,not a bieber fan and not a fan of this movie ,1,1.6,Documentary
Justin Bieber: Never Say Never,Germany,"most so - call hater "" do not criticize that kid itself they criticize the decline of musical culture and standard ",1,1.6,Documentary
Justin Bieber: Never Say Never,United States,if this go into the bottom 100 list ... ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,i have not even watch the film and i know it ' absolute trash ,1,1.6,Documentary
Justin Bieber: Never Say Never,Moscow,just for girl ,2,1.6,Documentary
Justin Bieber: Never Say Never,Belgium,pointless movie ,2,1.6,Documentary
Justin Bieber: Never Say Never,United States,there be some movie you do not like but there be some movie that you never want to hear of again ,1,1.6,Documentary
Justin Bieber: Never Say Never,United States,105 minute we will never get back ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,this be why he be totally unlikeable ,1,1.6,Documentary
Justin Bieber: Never Say Never,Netherlands,scream 5 ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,Canada,bad movie ever ,1,1.6,Documentary
Justin Bieber: Never Say Never,New Zealand,i will always say never ,2,1.6,Documentary
Justin Bieber: Never Say Never,United States,htslkjstlkj ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,United States,hug heart and hysteria ,4,1.6,Documentary
Justin Bieber: Never Say Never,United States,i will never say never ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,never say never : great for fan not for others ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,Algeria,"too much fans,too much hater ",1.6,1.6,Documentary
Justin Bieber: Never Say Never,Slovenia,why be the review so bad ,7,1.6,Documentary
Justin Bieber: Never Say Never,"Provo, Utah",unmask a giant 's struggle justin bieber must press on as the pressure associate with stardom cause him brief physical and emotional pain ,8,1.6,Documentary
Justin Bieber: Never Say Never,United States,great for kid and parent ,7,1.6,Documentary
Justin Bieber: Never Say Never,Sweden,a decent documentary and you should like this movie if you be a fan :) ,6,1.6,Documentary
Justin Bieber: Never Say Never,United States,see it for what it ' worth ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,"Isle of Man, England",an inspiring tale of success against all the odds ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,United States,an inspiration - i be so surprised ,9,1.6,Documentary
Justin Bieber: Never Say Never,London,an important cinematic record of a music artist extraordinaire ,10,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,a pretty satisfying watch ,7,1.6,Documentary
Justin Bieber: Never Say Never,USA,justin bieber : 4/10 ,4,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,what do you expect ,9,1.6,Documentary
Justin Bieber: Never Say Never,Australia,if you dislike bieber then why go to the movie to watch this documentary about him ,2,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,the life of justin bieber ,9,1.6,Documentary
Justin Bieber: Never Say Never,Taiwan,good movie to know more about bieber ,8,1.6,Documentary
Justin Bieber: Never Say Never,Canada,a good documentary whether you like bieber or not ,7,1.6,Documentary
Justin Bieber: Never Say Never,United States,let ' think it this way ... ,1,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,how biebermania may just be justify ,8,1.6,Documentary
Justin Bieber: Never Say Never,"Buffalo, New York",the road to the garden ,4,1.6,Documentary
Justin Bieber: Never Say Never,"Vancouver, Canada",just wait for the dvd ,4,1.6,Documentary
Justin Bieber: Never Say Never,United States,justified bieber movie ,6,1.6,Documentary
Justin Bieber: Never Say Never,Chalfont St. Giles UK,on a par with ' michael jackson this be it ' ,8,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,absolutely amazing ignore the bad review ,9,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,never say never ,5,1.6,Documentary
Justin Bieber: Never Say Never,Canada,the vidiot review ... ,5,1.6,Documentary
Justin Bieber: Never Say Never,United States,come on bieber hater - be real ...    even if you hate the music the story be good and interesting case study for social medium ,8,1.6,Documentary
Justin Bieber: Never Say Never,Canada,not for everyone but not bad ,7,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,someone check me for bieber fever symptom ,6,1.6,Documentary
Justin Bieber: Never Say Never,UK,this be the truth ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,not a bad kid ,8,1.6,Documentary
Justin Bieber: Never Say Never,"Minnesota, USA",a marvelous observation of youth ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,provides a new side to the justin - bieber story ,5,1.6,Documentary
Justin Bieber: Never Say Never,Ireland,if you ignore the scream girl you may actually enjoy it ,7,1.6,Documentary
Justin Bieber: Never Say Never,Canada,beiber film a good barometer of the time ,7,1.6,Documentary
Justin Bieber: Never Say Never,"stockholm, sweden",the best film ever ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,Norway,biebermania be spread ,9,1.6,Documentary
Justin Bieber: Never Say Never,Spain,much better than i be expect ,8,1.6,Documentary
Justin Bieber: Never Say Never,Australia,new find respect ,7,1.6,Documentary
Justin Bieber: Never Say Never,United States,hater gonna hate ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,flawless ,10,1.6,Documentary
Justin Bieber: Never Say Never,Belgium,not bad at all ,8,1.6,Documentary
Justin Bieber: Never Say Never,United States,inspire ,7,1.6,Documentary
Justin Bieber: Never Say Never,United States,i stand corrected ,7,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,<3 ,10,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,amazing movie 10 of 10 ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,Philippines,perfectly ... ....pointles ,10,1.6,Documentary
Justin Bieber: Never Say Never,Canada,it ' good why do people waste so much negative energy on hate ,7,1.6,Documentary
Justin Bieber: Never Say Never,United States,it take a certain demographic ,5,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,i love it ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,this parent approve ,10,1.6,Documentary
Justin Bieber: Never Say Never,"Prague, Czech Republic",charming biop of the biebster that take u beyond the hype ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,great movie and very inspiring ,8,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,what do you think it be gonna be about ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,great 3d ,10,1.6,Documentary
Justin Bieber: Never Say Never,Russia,inspiring story of a kid from canada ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,it be a good movie ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,amazing heartwarming movie ,10,1.6,Documentary
Justin Bieber: Never Say Never,Philippines,this movie change me a lot and inspire me to keep chase my dream ... :d ,10,1.6,Documentary
Justin Bieber: Never Say Never,UK,a balanced documentary ,6,1.6,Documentary
Justin Bieber: Never Say Never,United States,it be a must see even if you do not like the biebs ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,leave justin alone ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,a perfect domumentary ,10,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,excellent success story on justin bieber ,10,1.6,Documentary
Justin Bieber: Never Say Never,slovenia,ok seriously this movie be not bad at all ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,great movie ,10,1.6,Documentary
Justin Bieber: Never Say Never,Australia,amazing ,10,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,embrace the bieber fever ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,not a fan but it make me respect him ,6,1.6,Documentary
Justin Bieber: Never Say Never,United States,i do not hate it ,3,1.6,Documentary
Justin Bieber: Never Say Never,"Mornington, Australia",love every minute of it ,10,1.6,Documentary
Justin Bieber: Never Say Never,Canada,great movie why all the negativity ,10,1.6,Documentary
Justin Bieber: Never Say Never,"Omsk, Russia",hater need to stop it just listen © ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,amazing very inspirational ,10,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,we love it ,10,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,well sorry but i like it r - e-s-p-e-c-t ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,yay bieber made a movie ,1,1.6,Documentary
Justin Bieber: Never Say Never,Argentina,only for fan - just that ,4,1.6,Documentary
Justin Bieber: Never Say Never,US,my daughter and friend love it ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,excellent ,10,1.6,Documentary
Justin Bieber: Never Say Never,Canada,not just a little boy anymore ,10,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,wow what a great movie ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,the ultimate bieber experience ... ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,once in a blue moon ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,great ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,outstanding :) ,10,1.6,Documentary
Justin Bieber: Never Say Never,England,justin bieber - never say never ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,fascinate look at fan culture ,7,1.6,Documentary
Justin Bieber: Never Say Never,United Kingdom,amazing ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,best movie i ever saw ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,best night out with my 8yr old ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,our generation citizen kane ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,""" never say never "" -to the point ",7,1.6,Documentary
Justin Bieber: Never Say Never,United States,phenomenal absoutly phenomenal ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,good movie ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,good message for kid ,10,1.6,Documentary
Justin Bieber: Never Say Never,Canada,he be still a kid leave him alone ,7,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,inspiration to anyone ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,"Aurangabad, India",jb 's first movie ,4,1.6,Documentary
Justin Bieber: Never Say Never,United States,""" i do not love him i do not hate him i respect him "" ",6,1.6,Documentary
Justin Bieber: Never Say Never,United States,"stop "" waste "" your time if your not a belieber .... ",10,1.6,Documentary
Justin Bieber: Never Say Never,United States,very good ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,a truly inspiring documentary we can all relate to with the universal concept of go after your dream ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,the phenomenon name justin bieber ,10,1.6,Documentary
Justin Bieber: Never Say Never,Atlanta,i enjoy it ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,their be a reason i saw this movie four time ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,awesomee :) ,9,1.6,Documentary
Justin Bieber: Never Say Never,"Ontario, Canada",no more disrespect .... ,8,1.6,Documentary
Justin Bieber: Never Say Never,United States,extraordinary story   this kid be for real ,10,1.6,Documentary
Justin Bieber: Never Say Never,USA,biography of justin and his struggles/accomplishments♥ ,10,1.6,Documentary
Justin Bieber: Never Say Never,"Ottawa, Canada",truly move ,8,1.6,Documentary
Justin Bieber: Never Say Never,United States,will make a belieber out of you ,1.6,1.6,Documentary
Justin Bieber: Never Say Never,United States,never say never be a pleasant surprise ,9,1.6,Documentary
Justin Bieber: Never Say Never,UNKNOWN,jealousy will get you nowhere ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,inspiring ,10,1.6,Documentary
Justin Bieber: Never Say Never,United States,i have get bieber fever ,9,1.6,Documentary
Justin Bieber: Never Say Never,United States,a cinematic event ,10,1.6,Documentary
Jonas Brothers: The 3D Concert Experience,United States,if only there be a 0/10 option ... ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,why be walt disney picture do this ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,not a movie or music ... just terrible ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,trash ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,gouge my eye and ear out ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"London, England",it hurt less with the glass off ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,UNKNOWN,i feel the pain ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,London,the big bomb in history ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,shut it jonas lover ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,"jonas brother 3d make "" disaster movie "" look oscar worthy ",1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Mos Eisley, Tatooine",jonas brother have inspire my toilet  ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,UNKNOWN,one of the bad movie i have ever see ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i only make it through 48 minute ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Australia,pain ... in the ear ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,a dud ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,a terrible experience to push u further into 3d land ,3,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Mexico,the bad movie i think ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,modernize marketed music of today ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,3d better than expected ,7,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Germany,i like it ... ,7,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,why be they even popular ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,even if you 're a fan you have to admit the idea of a movie be stupid ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,bad this be a movie that you do not want to see bad 3d ,1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,canada,worst 3d - infinitely can you spell g - r-e-e-d-y ,2.1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,be what it be ,3,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,love'n it ,8,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,how could this possibly be the worst movie ever make ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,excellent family fun movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing 10/10 ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this be just stupid ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,people ... ,2.1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Los Angeles, California",this be a fantastic movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i love jonas brother ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,"why you should not listen to any of the "" hater "" ",10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,love jb ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,love it great job boy ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Bahrain,i have be tell ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,it be truly amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,loveeeeed it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Peru,awesome movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,it rock i love joe :d ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the best movie in the theater ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,in a nutshell : fan could not ask for more ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,if you have not see the movie please do not write review or rate this movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Arab Emirates,it be awesome ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,its amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,hear me out on this ... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonass rock <3 ;d ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the jonas brother movie be awesome ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the movie rock ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,a   must - see ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas 3-d ,2.1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother movie help me re - live my summer concert experience .... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,hater be a waste of time ... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Virginia, United States",jonas brother movie be amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,best movie ever ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,it be awesome ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,talk about the decline of society ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,San Diego,what an experience ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the movie be great all the people who dislike it you probably should not have see it in the first place ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,UNKNOWN,this movie pwns it ' freakin amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,surprisingly good movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas movie : ] ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,good family movie   thank you jonas brother ,2.1,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,fun and enjoyable magnificent really ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,ahmazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing love it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,it ' not worth 1 ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,incredible movie amazing graphic wonderful music great time thank you guy for make this movie for u ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this world .... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,keep make em famous ... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,UNKNOWN,it be so good ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this movie be great take if from somebody who saw it a few time ;-) ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the best movie to hit the big screen ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,jonas brother ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i love it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Ontario, Canada",atrocious horrible ,4,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Switzerland,i love this movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,stop   be jonas hater ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this movie be awesome ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,freak awesome:d ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this be an awesome movie go see it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,on the fence ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,okay my honest opinion ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this movie be great ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas this be the best movie evaaa ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,just what i need ... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,fun ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,totally amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,ok listen ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,the best movie ..   peach jelly ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,best movie ever ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,truly an amazing movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas rocked ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,stop hat ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,can you say # 1 ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i love it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the best movie ever ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother rock my world ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i love it =) ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,movie be amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this movie be amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jb rock ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing. no duh ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the jonas brother have do it again :) ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,it be better than i think it would be ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,excellent movie fun and upbeat ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Beechgrove, TN USA",love it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother 3d concert ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,for jonas fan only ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,do not believe all of these jerk ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,India,hater ... please read ... please ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,Canada,some people actually think it be a good movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,love for jonas ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,great ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the jonas brother movie be the best ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,your all disgusting to think that this movie suck ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,be a good movie better than the miley cyrus one .... ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,very good ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,the jonas brother be awesome ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,incroyable ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,i love the jonas brother and their movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,what be wrong with you people ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United Kingdom,the jonas brother be not the problem of your society decline > ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,go see it ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,go see this movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,amazing a must - see ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,UNKNOWN,jerk ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,great movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,jonas brother 3d movie be amazing ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,best movie ever ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,you be wrong ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,worth every penny you spend i swear [ : ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,"Chicago, Illinois",wonderful wonderful movie ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this be the best movie ever ,10,2.1,Documentary
Jonas Brothers: The 3D Concert Experience,United States,this movie be amazing ,10,2.1,Documentary
