title,location,summary_review,review_score,movie_score,genre
Gunday,"rangpur, bangladesh",bad movie ,1,2,Action
Gunday,UNKNOWN,the very best lame historical movie ever ,1,2,Action
Gunday,USA,shame pity ,2,2,Action
Gunday,"Dhaka, banglades",what the hell ,1,2,Action
Gunday,"Pabna, Bangladesh",manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Dhaka,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,"NY, US",manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Bangladesh,protest ,1,2,Action
Gunday,Dhaka,fatal history distortion ,1,2,Action
Gunday,UNKNOWN,worst movie and manipulating bangladesh 's liberation war history ,1,2,Action
Gunday,Bangladesh,manipulation of bangladesh 's history of liberation war against pakistan ,1,2,Action
Gunday,Bangladesh,this movie contain wrong about history of liberation war of bangladesh ,1,2,Action
Gunday,"Dhaka, Bangladesh",we consider the mistake in your film to be unintended therefore apologize to u and correct the mistake or else we will have to take different action thank you ... ,1,2,Action
Gunday,"Chittagong, Bangladesh",bollywood movies- shitty as always ,1,2,Action
Gunday,Scotland,a critic 's comment ,1,2,Action
Gunday,United State,misrepresentation of a country 's libereation war history ,1,2,Action
Gunday,"Dhaka, Bangladesh",this be a waste of my time ,1,2,Action
Gunday,Bangladesh,gunday ( 2014 ) : totally a quack story ,1,2,Action
Gunday,Bangladesh,a rubbish with no background study and research ,1,2,Action
Gunday,"London, England",history misinterpret ,1,2,Action
Gunday,Bangladesh,no idea about history ,1,2,Action
Gunday,USA,worst movie with alteration of history ,1,2,Action
Gunday,UNKNOWN,where ' the button to rate it in negative ,1,2,Action
Gunday,Bangladesh,do not only apologize to u but correct the mistake ,1,2,Action
Gunday,"Dhaka, Bangladesh",be film maker uneducated ,1,2,Action
Gunday,UNKNOWN,history be not fiction dude specially when you be deal with a piece of it where 3 million people die ,1,2,Action
Gunday,Canada,this be a misrepresentation of the history ... ,1,2,Action
Gunday,USA,a bad try ,1,2,Action
Gunday,India,a time pas that  it ,6,2,Action
Gunday,Bangladesh,""" gunday "" -   a rabish movie ",1,2,Action
Gunday,Bangladesh,protest against alteration of history of liberation war of bangladesh ,1,2,Action
Gunday,Dhaka,bad script ,1,2,Action
Gunday,UNKNOWN,a deliberate distortion of a bloody history ,1,2,Action
Gunday,Bangladesh,shame ,1,2,Action
Gunday,Bangladesh,strong protest against the humiliation of history ,1,2,Action
Gunday,"halle(saale), Germany",waste of time and money ,1,2,Action
Gunday,the film very good good good 10.10,very very good film ,10,2,Action
Gunday,Canada,false historical presentation ,1,2,Action
Gunday,Pakistan,indian need only entertain movie they do not know others be hearted   but they need entertainment ,2,2,Action
Gunday,Bangladesh,strongly protest ,1,2,Action
Gunday,Bangladesh,waste of time and energy ,1,2,Action
Gunday,Bangladesh,bangladesh be not a product of india - pakistan war ,1,2,Action
Gunday,"Dhaka, Bangladesh.",yash raj film be a big name but it do not mean that u can change our history ,1,2,Action
Gunday,"Dhaka, Bangladesh",the movie be send a wrong message regard the freedom war of bangladesh to it ' viewer ,1,2,Action
Gunday,Bangladesh,shame for all of culprit of this movie maker ,1,2,Action
Gunday,birmingham,protest ,1,2,Action
Gunday,UNKNOWN,manipulation of bangladesh history ,1,2,Action
Gunday,"Dhaka, Bangladesh",gunday humiliated history of bangladesh ,1,2,Action
Gunday,Italy,about the worng historical background ,1,2,Action
Gunday,"Savar, Dhaka, Bangladesh",""" gunday "" a movie which be the face of indian thought against liberation war of   bangladesh ",1,2,Action
Gunday,Bangladesh,manipulate history ,1,2,Action
Gunday,Dhaka,manipulation and misrepresentation of bangladesh 's liberation war and it ' armed force ,1,2,Action
Gunday,Bangladesh,at beginning of this movie they change the history of bangladesh ,1,2,Action
Gunday,Dhaka,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,"Dhaka, Bangladesh",historically inaccurate & offensive ,1,2,Action
Gunday,UNKNOWN,a movie full of lie and manipulation ,1,2,Action
Gunday,"Dhaka, Bangladesh",rubbish fairy(witch)tale ,1,2,Action
Gunday,Bangladesh,i strongly protest as a bangladeshi ,1,2,Action
Gunday,Bangladesh,it ' a mockery of pride and history of bangladesh ,1,2,Action
Gunday,United States of America,this movie should be sued and yash raj film should be take to the court of justice ,1,2,Action
Gunday,India,gunday- grow up yrf lame script and awful direction may help you   financially but be that enough ,4,2,Action
Gunday,"magdeburg, Germany",i strongly protest as a bangladeshi ,1,2,Action
Gunday,United Kingdom,corruption of history ,1,2,Action
Gunday,London,a film which tamper a country honor and independent ,2,2,Action
Gunday,Bangladesh,the big lie ,1,2,Action
Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Paris,gunday - worst story ever but good actor ,1,2,Action
Gunday,Bangladesh,completely nonsense ,1,2,Action
Gunday,UNKNOWN,play video game ,1,2,Action
Gunday,Bangladesh,contains twisted international history ,1,2,Action
Gunday,dhaka,it give false information about liberation war of banglladesh ,1,2,Action
Gunday,Bangladesh,a close observation from a bangladeshi viewer ,2,2,Action
Gunday,"Dhaka, Bangladesh",wrong history ,1,2,Action
Gunday,dhaka,morality of the movie ,1,2,Action
Gunday,UNKNOWN,gunday the bad film ever make in history ,1,2,Action
Gunday,"Khulna, Bangladesh",misrepresentation of the history ( most importantly ) ,1,2,Action
Gunday,UNKNOWN,wrong history ,1,2,Action
Gunday,Bangladesh,only hate for this film and its associate ,1,2,Action
Gunday,"Nuernberg, Germany",manipulation of of the liberation war of bangladesh misleading fact overall disrespectful ,1,2,Action
Gunday,UNKNOWN,this be a total disgrace .... ,2,2,Action
Gunday,"New York, United States","insult bangladesh history,tradition by put fake story ",1,2,Action
Gunday,"Dhaka, Bangladesh",review ,1,2,Action
Gunday,"Dhaka, Bangladesh",wrong history lawra ,1,2,Action
Gunday,Bangladesh,rat -1.00 .... ... world most baddest movie ever   ... ,1,2,Action
Gunday,"dhaka, bangladesh",this film be pervert our liberation war ,1,2,Action
Gunday,"dhaka, Bangladesh",manipulate bangladesh 's liberation war history protest as a bangladeshi ,1,2,Action
Gunday,United States,bad movie ,1,2,Action
Gunday,UNKNOWN,pseudo - intellectualism ,2,2,Action
Gunday,"Sheffield, England",its such a shame for yrf ,1,2,Action
Gunday,Dhaka,yrf insult the history ,1,2,Action
Gunday,UNKNOWN,a movie be a work of fiction but when it use historical fact that should be accurate ,1,2,Action
Gunday,Bangladesh,false information about bangladesh 's liberation war ,1,2,Action
Gunday,UNKNOWN,rubbish storyline and base on false information about liberation war of bangladesh 1971 ,1,2,Action
Gunday,Bangladesh :),i protest against the idiocy of the movie ,1,2,Action
Gunday,Bangladesh,bullsit movie ,1,2,Action
Gunday,Japan,a movie base on fallacy and cheap business ,1,2,Action
Gunday,"Dhaka, Bangladesh",this be a slap on the face of all the people of bangladesh ,1,2,Action
Gunday,Bangladesh,manipulation of history ,1,2,Action
Gunday,Bangladesh,crap that crap crap ,1,2,Action
Gunday,"Mymensingh, Bangladesh",it ' manupulated the history ,1,2,Action
Gunday,Dhaka bangladesh,disgust ,1,2,Action
Gunday,UNKNOWN,very bad story a good try to temper the history ,1,2,Action
Gunday,"Bremen, Germany",insane title by manipulate the history ,1,2,Action
Gunday,United States,there ' nothing but distortion of great history ... such a nasty film ,1,2,Action
Gunday,United States,the bad movie in history for plot bangladesh history wrongly ,1,2,Action
Gunday,United States,indian people should know how to respect others ,1,2,Action
Gunday,United States,gunday be a rubbish and foul movie ,1,2,Action
Gunday,Pakistan,dear yashraj film authority greeting ,1,2,Action
Gunday,"Zanzibar, Tanzania",excellent act interesting plot stunning locale and cinematography ,10,2,Action
Gunday,UK,comedy film excellent ,10,2,Action
Gunday,India,gunday be daring attempt to come out this year ,2,2,Action
Gunday,United States,one of the bad hindi movie i have ever see ,1,2,Action
Gunday,Bangladesh,rotten tomatoo ,1,2,Action
Gunday,India,"misleading,fraudulent disrespectful to the sovereignty of a nation ",1,2,Action
Gunday,Bangladesh,protest ,1,2,Action
Gunday,Bangladesh,how bollywood release this kind of movie ,1,2,Action
Gunday,Dhaka,bad movie plot in the history of cinema ,1,2,Action
Gunday,Bangladesh,protest on present wrong history ,1,2,Action
Gunday,"Dhaka, Bangladesh",historically fraudulent laughable ... & offensive ( most importantly ) ,1,2,Action
Gunday,Kolkata,factually inaccurate and a total killjoy ,1,2,Action
Gunday,"Dhaka, Bangladesh",disturb and creepy foolish attempt and someone kill me before i get into a hate - group of hindustan cheesiness ,1,2,Action
Gunday,"Dhaka, Bangladesh",what if a movie on devyani khobragade would contain a storyline that she be actually a prostitute in the u ,1,2,Action
Gunday,"New York, United States",learn to respect ,1,2,Action
Gunday,"Sylhet, Bangladesh",show the proper respect to a nation ,1,2,Action
Gunday,Bangladesh,i be against you as a bangladeshi ,1,2,Action
Gunday,"Dhaka, Bangladesh",the intro be fake ,1,2,Action
Gunday,"Dhaka, Bangladesh",a movie base on false history ,1,2,Action
Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1,2,Action
Gunday,Bangladesh,main story be a war between bangladesh and pakistan that be happen on 1971 but the movie director change the story and tell that war be between india and pakistan ,1,2,Action
Gunday,United Kingdom,fraud with history ,1,2,Action
Gunday,India,total masala movie which you just love to watch ,7,2,Action
Gunday,India,good fare though historically incorrect ,6,2,Action
Gunday,west midlands,rubbish act   ranveer singh arjun kapoor priyanka chopra waste of time poor ,1,2,Action
Gunday,Bangladesh,wrong history of bangladesh liberation war ,1,2,Action
Gunday,"London, England",wrong time line ,1,2,Action
Gunday,"Gurgaon, India",despicable ,2,2,Action
Gunday,Bangladesh,humiliating bangladeshi liberation war ,1,2,Action
Gunday,Toronto,very shameful act by the producer ,2,2,Action
Gunday,Bangladesh,distortion of the history of our liberation war ,1,2,Action
Gunday,Australia,apology be not enough ,1,2,Action
Gunday,Bangladesh,india 's worst ,1,2,Action
Gunday,Bangladesh,should bring them to justice for gunday ,1,2,Action
Gunday,"London, England",a pathetic historical movie ever see ,1,2,Action
Gunday,Bangladesh,the most ugly and lie historical movie in indian industry ,2,2,Action
Gunday,united states,protest ,1,2,Action
Gunday,Bangladesh,rubbish story line bad acting a complete waste of time ,1,2,Action
Gunday,"London, England",irrelevant information and time waste event ,1,2,Action
Gunday,london,say no to gunday ,1,2,Action
Independents' Day,"Boston, MA",we know how this one will go without even watch it ... ,1,1.8,Action
Independents' Day,UNKNOWN,true rating -1 ,1,1.8,Action
Independents' Day,United Kingdom,oh good grief ,1,1.8,Action
Independents' Day,United Kingdom,i enjoy this but i suggest wait until it ' in the $ 1 bin ,4,1.8,Action
Independents' Day,Mexico,do not bother ,1,1.8,Action
Independents' Day,New York City,one of the bad movie in a long long time ,1,1.8,Action
Independents' Day,London,please please stay away from this movie ,1,1.8,Action
Independents' Day,UNKNOWN,inane bread loaf for few ,1.8,1.8,Action
Independents' Day,"Cleveland, Ohio","not the sequel to "" independence day "" ( 1996 ) ",1,1.8,Action
Independents' Day,UNKNOWN,sh*t sandwich ,1,1.8,Action
Independents' Day,New Zealand,bad poorly act ,1,1.8,Action
Independents' Day,United States,do not spend a dime on this one ,1,1.8,Action
Independents' Day,Netherlands,wow that bad huh ,2,1.8,Action
Independents' Day,United Kingdom,this movie be remarkable ,1,1.8,Action
Independents' Day,United States,independent day perfect b movie scfi action ,5,1.8,Action
Independents' Day,"London, England",bad really bad ,1,1.8,Action
Independents' Day,Sweden,do not even waste 2 minute of your life on this ,1,1.8,Action
Independents' Day,India,pathetic movie i have ever see ,1,1.8,Action
Independents' Day,"London, UK",the bad i have see ever ,1,1.8,Action
Independents' Day,UNKNOWN,c'mon people lighten up and lower your expectation a bit ( mild spoiler ) ,4,1.8,Action
Independents' Day,UNKNOWN,sarah pallin ,1,1.8,Action
Independents' Day,United States,the worst movie ,1,1.8,Action
Independents' Day,United States,may make sense if it be truly a ' spoof ' ,10,1.8,Action
Independents' Day,Holland,can sci - fi really be that bad ,1,1.8,Action
Independents' Day,United States,good movie for low budget ,10,1.8,Action
Independents' Day,United States,people be confused about this film ,10,1.8,Action
Independents' Day,UNKNOWN,ok movie for a low budget film but not good enough to be a must see film ,3,1.8,Action
Spy Kids 3-D: Game Over,United Kingdom,the 3-d thing do not work for me but there be still enough style and silliness to amuse both kid and adult ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United States,irredeemably stupid ,5,4.1,Action
Spy Kids 3-D: Game Over,http://www.danheller.com/movies,fun for the little one but the series be get stale ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United Kingdom,fun but not overwhelming ,6,4.1,Action
Spy Kids 3-D: Game Over,madagascar,my kid like it ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Austin, Texas",would have be average at best without the 3-d ... ,1,4.1,Action
Spy Kids 3-D: Game Over,Virginia Beach,latin magic ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,it may be 3-d but the film be still flat ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,the spy kid franchise end on a bad note ,2,4.1,Action
Spy Kids 3-D: Game Over,Salt Lake City,game over indeed ,1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,surpass all expectation ,10,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,if you have any sense do not watch this movie ,1,4.1,Action
Spy Kids 3-D: Game Over,United Kingdom,an exciting adventure for mostly little kid - see it in your 3-d glass ,8,4.1,Action
Spy Kids 3-D: Game Over,Australia,virtual fun make this third installment virtually the best one ,7,4.1,Action
Spy Kids 3-D: Game Over,United Kingdom,cheesy comic fun ,7,4.1,Action
Spy Kids 3-D: Game Over,United States,well - put-together film ,6,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,while rodriguez be clearly a gifted filmmaker he let the 3-d hamper his creative imagination .... ,7,4.1,Action
Spy Kids 3-D: Game Over,"Santa FE, New Mexico",cute and better than the second ,7,4.1,Action
Spy Kids 3-D: Game Over,Australia,3d that ' good ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United States,flippies ridiculous ,10,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,surpass all expectation ,10,4.1,Action
Spy Kids 3-D: Game Over,United States,lose in computer - land ,10,4.1,Action
Spy Kids 3-D: Game Over,Tokyo,very cool fun ,7,4.1,Action
Spy Kids 3-D: Game Over,"New York, USA",horrid ,1,4.1,Action
Spy Kids 3-D: Game Over,"DG, IL",come on people give it a break ,10,4.1,Action
Spy Kids 3-D: Game Over,Southampton England,a disappointing end to the series ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United States,i like all 3 spy kid movie but part 3 be the best ,10,4.1,Action
Spy Kids 3-D: Game Over,"Dallas, Texas",it be the cool movie i have   ever see ,10,4.1,Action
Spy Kids 3-D: Game Over,"Saranac, NY",i think this film be great ,8,4.1,Action
Spy Kids 3-D: Game Over,United States,no ,1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,so many thing ,3,4.1,Action
Spy Kids 3-D: Game Over,Canada,please let the game be over ,5,4.1,Action
Spy Kids 3-D: Game Over,United States,the 3d effect installment ,8,4.1,Action
Spy Kids 3-D: Game Over,United Kingdom,devious stallone the star of celebrity fill kid flick ,7,4.1,Action
Spy Kids 3-D: Game Over,"Da_Hot_Spot, GA",really good ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Winnipeg, Manitoba, Canada",keep in mind that i do not see the first 2 ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Austin, TX",the game just may be over ... ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Seattle, WA",your reward ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Sydney, Australia",creative story poor vision ,7,4.1,Action
Spy Kids 3-D: Game Over,"Michigan, USA",half a good movie ,5,4.1,Action
Spy Kids 3-D: Game Over,"Metairie, Louisiana",not to good the third time around ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Cornwall. England,cynicism they name be hollywood ( as if we do not know ) ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United States,one helluva surprise ,7,4.1,Action
Spy Kids 3-D: Game Over,AB Canada,a fitting coda to a modestly well do series of film ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"California, U.S. of A.",some may hate some may love worth see though ,4.1,4.1,Action
Spy Kids 3-D: Game Over,England,' great story mom but it need a new ending ' - carmen cortez spy kid 1 - spoiler ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,the spy kid movie be start to sag ( spoiler ) ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"London, England",3-d thing be a waste of time ,8,4.1,Action
Spy Kids 3-D: Game Over,"Wisconsin, U.S.A.",oh   my eye ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Florida,i like this better ... when it be call tron. ,3,4.1,Action
Spy Kids 3-D: Game Over,In the Matrix,improved from 2nd one ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Canada,oooo my eye hurt ... what be this about anyway ,5,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,3-d as in three time dumb than its predecessor ,4.1,4.1,Action
Spy Kids 3-D: Game Over,AZ,good movie star movie star ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Doc Monster Labs, NJ",i spy with my little eye - crap ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,thin story save by great special fx ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,its ok ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Syracuse, NY",it ' tron for kid ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Down the road from WDW,one big commercial ,4.1,4.1,Action
Spy Kids 3-D: Game Over,California,great but somethings be not so great ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Miami, Fl",i think it need more effort ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Pittsburgh, PA",game over i could not wait for this movie to be over ,4.1,4.1,Action
Spy Kids 3-D: Game Over,England,3-disappoint ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Canada,not the great 3-d effect ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"London, England",what a way to go ,8,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,an abomination ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Rumson, NJ",it ' a kid 's flick and my kid be satisfied ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Toronto,positive vibe spin on the matrix with scene from star war ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,it be still a great kid movie ,9,4.1,Action
Spy Kids 3-D: Game Over,"Green Bay, WI",this be the bad ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Warren, MI  USA",i know this be a kid 's movie but ... ,5,4.1,Action
Spy Kids 3-D: Game Over,"Coral Springs, FL",its a kid movie fer - christ-sake ,6,4.1,Action
Spy Kids 3-D: Game Over,"Lexington, Massachusetts",despite clever use of 3-d only a mediocre effort ,5,4.1,Action
Spy Kids 3-D: Game Over,uzbekistan,this movie be goddamn good i will fight anyone who say otherwise ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Cincinnati Ohio,the kid love it the parent loathe it ,4,4.1,Action
Spy Kids 3-D: Game Over,Hindman KY,big spy kid fan ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Philly,' spy kid 3-d : game over ' be just a fun summer movie ,4.1,4.1,Action
Spy Kids 3-D: Game Over,St.Paulm MN,self indulgent waste of electricity ,1,4.1,Action
Spy Kids 3-D: Game Over,"Houston, TX",thank goodness it ' game over ,1,4.1,Action
Spy Kids 3-D: Game Over,california,what a let down ,3,4.1,Action
Spy Kids 3-D: Game Over,Kansas City,well what kind of script can you really expect ,1,4.1,Action
Spy Kids 3-D: Game Over,"Dayton, Ohio",headache cause summer film ,4,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,great movie for kid ,8,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,better than the first 2-d  ,7,4.1,Action
Spy Kids 3-D: Game Over,NJ,definitely fun for the kid ,8,4.1,Action
Spy Kids 3-D: Game Over,"Ottawa, ON",not the best in the franchise but ... ,6,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,spy kid 3-d : a pain in the eye ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Pleasant Prairie, Wi.",nice 3d effect ,8,4.1,Action
Spy Kids 3-D: Game Over,Canada,game over ... we can only hope ,4.1,4.1,Action
Spy Kids 3-D: Game Over,United States,rodriguez do it again ,9,4.1,Action
Spy Kids 3-D: Game Over,San Jose,the critic be right about this one ,3,4.1,Action
Spy Kids 3-D: Game Over,New Jersey,this one do not compare to the other two ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,worth see ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Toronto, Ontario",not as multi - dimensional as the title would suggest ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Southern California,should this be a weekly saturday morning show ,6,4.1,Action
Spy Kids 3-D: Game Over,"Dallas, Texas",irritate 3d video game adventure with funny ending ,4,4.1,Action
Spy Kids 3-D: Game Over,"Sacramento, CA",3d be too hard to watch would have be better in 2d. ,3,4.1,Action
Spy Kids 3-D: Game Over,"Nova Scotia, Canada",fun with third ... ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,a perfect movie except for the eyestrain ,7,4.1,Action
Spy Kids 3-D: Game Over,The Garden State,spy kid 3-d or not ,4.1,4.1,Action
Spy Kids 3-D: Game Over,USA,great movie ,7,4.1,Action
Spy Kids 3-D: Game Over,"Allentown, PA",a dreary disappointment ,5,4.1,Action
Spy Kids 3-D: Game Over,"Visalia, CA",promise but uneven ,6,4.1,Action
Spy Kids 3-D: Game Over,United States,thanks god be over ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Saginaw MI,do not think they could make anything bad ,2,4.1,Action
Spy Kids 3-D: Game Over,"Glendale, CA",good for kid parent 's wo not be too bored ... ,7,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,3d   not even ,4.1,4.1,Action
Spy Kids 3-D: Game Over,Earth,the 3-d image have plenty of stuff to do with the movie because after all they be not go to make a fourth i bet ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Linz, Austria",zeitgeist baby ,7,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,garbage ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UK,for rodriguez this series have just lose its third life game over ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Memphis, Tennessee",the 3-d glass will give you a headache ,4.1,4.1,Action
Spy Kids 3-D: Game Over,UNKNOWN,vision vs. presentation ( how to enjoy a 3d movie ) ,9,4.1,Action
Spy Kids 3-D: Game Over,NYC,story negligible eye - candy awesome ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"London, England",please people do not waste your money on this film ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"Provo, UT",charming and fresh but more eye candy ( hence less story ... ) ,4.1,4.1,Action
Spy Kids 3-D: Game Over,"new york, USA",the worst movie ever make ,1,4.1,Action
Spy Kids 3-D: Game Over,United States,graphic steal the show ,4,4.1,Action
Spy Kids 3-D: Game Over,'Game Over' never even started,' game over ' never even start ,1,4.1,Action
Spy Kids 3-D: Game Over,NO CA,at least it be in smell - o-vision ,1,4.1,Action
Spy Kids 3-D: Game Over,"Las Vegas, Nevada",imaginative enjoyable family adventure ,4.1,4.1,Action
Spy Kids 3-D: Game Over,utah,bad glass do not help this so - so 3-d movie ,6,4.1,Action
Spy Kids 3-D: Game Over,"London, England",a dreadful final entry for the spy kid ,1,4.1,Action
